Paper Title ,Abstract,Review Text,Review Type
A rapid method for methanol quantification in spirits using UV-visible spectroscopy and FTIR,"Although standards methods of food safety assessment are important, these methods are relatively expensive and require intensive work and time. In alcohol beverage industries, ultraviolet visible (UV-Vis) spectroscopy and Fourier transform infrared (FTIR) spectroscopy are reliable techniques for quality assessment of alcohol, however, testing methods are often varying with calibration techniques and instrument specification. In this work, methanol content in ethanol was assessed in two approaches using UV-Vis with a developed calibration technique and FTIR spectroscopy with a factory default scan function at every 2 nanometer (nm). For UV-Vis method, potassium dichromate was used as the chromogenic reagent, tested with methanol concentration ranging from 0.12% to 1% (mV−1). For FTIR method, spectra data was collected every 2 nm interval and calibration curve was built by increasing methanol ratio from 0% to 40% (mV−1) at the expense of ethanol while keeping deionised (DO) water constant at 5% (mV−1) concentration. This helps gauge the change in methanol concentration relative to ethanol. Results of analysis using UV-Vis showed a strong negative correlation for methanol concentration and absorbance value at UV region from 900 to 1,100 cm−1 (r = 98.00, RMSE = 0.023) relative to increasing ethanol concentration. A strong peak was observed for methanol concentration at spectral region of 975 cm−1 which is related to the methanoic acid C-O bond. The FTIR spectra region at 900 to 1,050 cm−1 was used for observing methanol concentration with absorbance. A strong correlation was established from spectral region of 1,010 to 1,026 cm−1, enabling quantification of methanol (r = 0.99, RMSEC = 0.55). Methanol peak was observed at 1,020 cm−1 region of the spectrum. A set of experimental repetition was made with methanol concentration of 0.02% to 0.5% and 0.1% to 5% for UV-Vis and FTIR, respectively, to determine the limit of detection (LOD) and limit of quantification (LOQ). The observation showed a 0.04% and 0.29% (mV−1) LOD for UV-Vis and FTIR method, respectively. The LOQ was 0.12% and 0.89% (mV−1) for UV-Vis and FTIR respectively. The integration of UV-Vis with potassium dichromate as chromogenic reagent and FTIR spectroscopy with comparatively 50% less data point still present a significant advancement in the test method for safety and quality control of alcohol beverage products. These techniques not only enhance the ability to detect harmful substances but also provide a cost-effective and rapid alternative to traditional methods, making them invaluable tools for distilleries aiming to uphold high standards of quality.","Validity of the findings
1. The manuscript titled “A Rapid Method for Methanol Quantification in Spirits Using UV-Visible Spectroscopy and FTIR” (#104989) presents techniques for determining methanol content in spirits through the use of UV-Vis and FTIR spectroscopy. The UV-Visible spectrometry method described involves the use of potassium dichromate in acidic conditions to oxidize alcohols, leading to the reduction of chromium from the Cr (VI) (yellow color) oxidation state to Cr (III) (green color). It is worth noting that this method has been widely recognized since the 1990s. (Hari, M.; Deoki, N. Spectrophotometric Determination of Some Monohydric Alcohols Based on Their Oxidation by K2CrO4-HNO3 System. Indian J. Chem 1994, 33, 359–361. ; Tgd, S.; Rsrd, S.; Fgd, C.; Dda, S. ATR-FTIR and UV-Vis as Techniques for Methanol Analysis in Biodiesel-Washing Wastewater. QuÌmica Nova 2023, 46, 698–705.). Previously published methods have reported alcohols (ethanol and methanol) at a wavenumber of 600 cm⁻¹. The current manuscript provides a clarification regarding the correlation of methanol at 970 cm⁻¹, which is considered one of the novel aspects of this study. To enhance clarity, it would be beneficial to highlight this correlation by zooming in on the 970 cm⁻¹ region in Figure 2.

2. Another commonly reported method, FTIR, is widely recognized for its effectiveness in quantifying ethanol and methanol content in various samples (Pérez-Ponce, A.; de la Guardia, M. Partial Least-Squares–Fourier Transform Infrared Spectrometric Determination of Methanol and Ethanol by Vapour-Phase Generation. Analyst 1998, 123, 1253–1258. ; Coldea, T. E.; Socaciu, C.; Fetea, F.; Ranga, F.; Pop, R. M.; Florea, M. Rapid Quantitative Analysis of Ethanol and Prediction of Methanol Content in Traditional Fruit Brandies from Romania, Using FTIR Spectroscopy and Chemometrics. Not. Bot. Horti Agrobot. Cluj Napoca 2013, 41, 143.). Could you kindly compare the previously established FTIR methods for ethanol and methanol quantification with the current method you have developed, and emphasize the significant improvements? It is important to clearly demonstrate the advancements made, as presenting a method without novelty or improvement may not add substantial value to the literature.",Authentic
A rapid method for methanol quantification in spirits using UV-visible spectroscopy and FTIR,"Although standards methods of food safety assessment are important, these methods are relatively expensive and require intensive work and time. In alcohol beverage industries, ultraviolet visible (UV-Vis) spectroscopy and Fourier transform infrared (FTIR) spectroscopy are reliable techniques for quality assessment of alcohol, however, testing methods are often varying with calibration techniques and instrument specification. In this work, methanol content in ethanol was assessed in two approaches using UV-Vis with a developed calibration technique and FTIR spectroscopy with a factory default scan function at every 2 nanometer (nm). For UV-Vis method, potassium dichromate was used as the chromogenic reagent, tested with methanol concentration ranging from 0.12% to 1% (mV−1). For FTIR method, spectra data was collected every 2 nm interval and calibration curve was built by increasing methanol ratio from 0% to 40% (mV−1) at the expense of ethanol while keeping deionised (DO) water constant at 5% (mV−1) concentration. This helps gauge the change in methanol concentration relative to ethanol. Results of analysis using UV-Vis showed a strong negative correlation for methanol concentration and absorbance value at UV region from 900 to 1,100 cm−1 (r = 98.00, RMSE = 0.023) relative to increasing ethanol concentration. A strong peak was observed for methanol concentration at spectral region of 975 cm−1 which is related to the methanoic acid C-O bond. The FTIR spectra region at 900 to 1,050 cm−1 was used for observing methanol concentration with absorbance. A strong correlation was established from spectral region of 1,010 to 1,026 cm−1, enabling quantification of methanol (r = 0.99, RMSEC = 0.55). Methanol peak was observed at 1,020 cm−1 region of the spectrum. A set of experimental repetition was made with methanol concentration of 0.02% to 0.5% and 0.1% to 5% for UV-Vis and FTIR, respectively, to determine the limit of detection (LOD) and limit of quantification (LOQ). The observation showed a 0.04% and 0.29% (mV−1) LOD for UV-Vis and FTIR method, respectively. The LOQ was 0.12% and 0.89% (mV−1) for UV-Vis and FTIR respectively. The integration of UV-Vis with potassium dichromate as chromogenic reagent and FTIR spectroscopy with comparatively 50% less data point still present a significant advancement in the test method for safety and quality control of alcohol beverage products. These techniques not only enhance the ability to detect harmful substances but also provide a cost-effective and rapid alternative to traditional methods, making them invaluable tools for distilleries aiming to uphold high standards of quality.","Basic reporting
Clear and unambiguous, professional English used throughout.

Literature references, sufficient field background/context provided.

Professional article structure, figures, tables. Raw data shared.

Self-contained with relevant results to hypotheses.

Experimental design
Original primary research within Aims and Scope of the journal.

Research question well defined, relevant & meaningful. It is stated how research fills an identified knowledge gap.

Rigorous investigation performed to a high technical & ethical standard.

Methods described with sufficient detail & information to replicate.

Validity of the findings
Meaningful replication encouraged where rationale & benefit to literature is clearly stated.

All underlying data have been provided; they are robust, statistically sound, & controlled.

Conclusions are well stated, linked to original research question & limited to supporting results.

Additional comments
The manuscript has been revised appropriately. The revised manuscript is acceptable.",Generic
Authentication of Jarrah (Eucalyptus marginata) honey through its nectar signature and assessment of its typical physicochemical characteristics,"Jarrah (Eucalyptus marginata) is a dominant forest tree endemic to the southwest of Western Australia. Its honey is appreciated for its highly desirable taste, golden colour, slow crystallisation, and high levels of bioactivity, which have placed Jarrah in the premium product range. However, whilst customers are willing to pay a high price for this natural product, there is currently no standard method for its authentication. As honey is naturally sourced from flower nectar, a novel route of authentication is to identify the nectar signature within the honey. This study reports on a high-performance thin layer chromatography (HPTLC)-based authentication system which allows the tracing of six key marker compounds present in Jarrah flower nectar and Jarrah honey. Four of these markers have been confirmed to be epigallocatechin, lumichrome, taxifolin and o-anisic acid with two (Rf 0.22 and 0.41) still chemically unidentified. To assist with the characterisation of Jarrah honey, a range of physicochemical tests following Codex Alimentarius guidelines were carried out. A blend of authenticated Jarrah honey samples was used to define the properties of this honey type. The blend was found to have a pH of 4.95, an electric conductivity of 1.31 mS/cm and a moisture content of 16.8%. Its water-insoluble content was 0.04%, its free acidity 19 milli-equivalents acid/kg and its diastase content 13.2 (DN). It also contains fructose (42.5%), glucose (20.8%), maltose (1.9%) and sucrose (<0.5%). The HPTLC-based authentication system proposed in this study has been demonstrated to be a useful tool for identifying Jarrah honey and might also act as a template for the authentication of other honey types.","Basic reporting
English is ok.
Literature is sufficiently sampled.
The structure of the article is ok.

Experimental design
The experimental design is not complete.
- A first question is concerning the evaluation of authentic Jarrah honey and nectar from other geographical origins (whenever possible). How the authors evaluated this point?
- Additionally, did the authors evaluated mixtures of honey from WA and Jarrah to evaluate the LOD of the approach for detecting mixtures/dilutions practices? Eventually other non-WA honeys.
- In the present work the authors evaluated different HPTLC bands attributed to co-flowering, therefore blended samples. How is the allowed limit of blends for a pure Jarrah honey?
- Which are the values of reproducibility and accuracy of the rf values of bands for the proposed HPTLC approach?
- How many replicates have been considered in this study?

Validity of the findings
The novelty is not present.
The approach includes an HPTLC analysis combined with physicochemical characterizations. The authors also stated that this authentication approach allows, for the first time, the characterization of physicochemical characteristics of this honey. The present manuscript is an extension of a previous work from the same group, in which the same approach was applied to a restricted samples set of Jarrah honey (https://doi.org/10.1016/j.crfs.2022.02.014), while 31 were considered here.

Additional comments
The proposed approach resulted fruitful in determining compositional differences, typically in botanical assessments, or in the profiling of polyphenols compositions etc.. In fact the authors already published compositional differences between Manuka and Jarrah honeys in their recent work (https://doi.org/10.7717/peerj.12186). The main result of these investigations is concerning a qualitative evaluation of HPTLC bands, whereas the quantitative evaluation (e.g. saccharides content) could be achieved by other methods. The authentication process needs more accurate determinations.",Authentic
Baltic Sea shipwrecks as a source of hazardous pollution,"Shipwrecks on the Baltic Sea seabed pose a serious threat to the marine environment. Fuel, ammunition and chemicals in their holds can enter the ecosystem at any time, causing an ecological disaster. It is known that oil spills from ship accidents can affect life and health of different species of animals, both immediately after catastrophe and for many years thereafter. This article discusses the negative impact of shipwrecks on the ecological status of the Baltic Sea and presents the contamination status of bottom sediment core samples taken in the vicinity of shipwrecks located in the South Baltic, i.e., S/s Stuttgart, t/s Franken, S/T Burgmeister Petersen and m/s Sleipner. It is based on the results of research carried out by the Maritime Institute between 2011 and 2016.","Dear Authors,
Reviewers have evaluated your manuscript. it is recommended that you revise the manuscript to polish the draft to a standard that is acceptable in a journal with international audience. In addition to this, please consider the following additional EDITOR comments:

1. The abstract needs to be carefully revised following the journal guidelines found in the template at https://peerj.com/about/author-instructions/chemistry. Specifically, you need to properly introduce the study background (problem), present the methods used and the key findings (results).

2. Some of the literature cited are too old. For example, Andrulewicz et al. (1994, 1998), (HELCOM, 1974), and (Jeffery, 1990). Although some of these may be important in this study, such literature rarely present the current status of knowledge and should only be cited in exceptional cases. There is very recent relevant literature in this area.

https://doi.org/10.3390/w14223772
https://doi.org/10.1016/j.marpolbul.2021.112747
https://doi.org/10.1016/j.marenvres.2020.105036
https://doi.org/10.1016/j.marpolbul.2022.114426

3. The introduction needs to be rewritten altogether so that it does not merely present the history of the ship wreckages that occurred in the study area. This section should introduce the potential of ship wrecks as sources of pollution (see for example, https://doi.org/10.3390/jmse11020276), which should better position your study and justify why you need to report on the study area at this point in time.

4. Thoroughly check the manuscript for typos and grammar. For example, in L157, ''or'' should be ‘‘for’’.

5. Methodology (L156-178) needs to be elaborated. The analytical conditions used should be clearly indicated, including any quality control and quality assurance activities undertaken. See https://doi.org/10.1007%2Fs40201-019-00356-z for a similar reporting.

6. Your study does not have any dedicated section on how the data were analyzed or visualized. I believe that your study could benefit from health risk assessment, which should give a better view as to whether the current pollution levels pose any significant health threats to the local pollution.

7. In Table 3, it is not possible that Pazdro (2004) did their study in 2022. The ‘‘n.d.’’ in this Table should be replaced with the LOD or LOQ. For easy comparison, put the results of your study first, followed by previous studies.

**PeerJ Staff Note:** It is PeerJ policy that additional references suggested during the peer-review process should only be included if the authors agree that they are relevant and useful.

**PeerJ Staff Note:** Please ensure that all review, editorial, and staff comments are addressed in a response letter and that any edits or clarifications mentioned in the letter are also inserted into the revised manuscript where appropriate.",Authentic
Effect of acidity/alkalinity of deep eutectic solvents on the extraction profiles of phenolics and biomolecules in defatted rice bran extract,"This study investigated the influence of deep eutectic solvent (DES) acidity/alkalinity on the extraction profiles of phenolics and other biomolecules (phytic acid, reducing sugar, and protein) in defatted rice bran (DFRB). The DES with varying pH levels were prepared using different hydrogen bond acceptors (choline chloride (ChCl) and potassium carbonate (K2CO3)) and hydrogen bond donors (lactic acid, urea, and glycerol). The results reveal that the acidic DES (ChCl-lactic acid; pH 0.42) demonstrated superior extraction efficiency for total phenolic acids (4.33 mg/g), phytic acid (50.30 mg/g), and reducing sugar (57.05 mg/g) while having the lowest protein content (5.96 mg/g). The alkaline DES (K2CO3-glycerol; pH 11.21) showed the highest levels of total phenolic acid (5.49 mg/g) and protein content (12.81 mg/g), with lower quantities of phytic acid (1.04 mg/g) and reducing sugar (2.28 mg/g). The weakly acidic DES (ChCl-glycerol; pH 4.72) exhibited predominantly total phenolics (3.46 mg/g) with lower content of protein (6.22 mg/g), reducing sugar (1.68 mg/g) and phytic acid (0.20 mg/g). The weakly alkaline DES (ChCl-urea; pH 8.41) resulted in lower extraction yields for total phenolics (2.81 mg/g), protein (7.45 mg/g), phytic acid (0.10 mg/g), and reducing sugar (7.36 mg/g). The study also explored the distribution of phenolics among various DESs, with the alkaline DES (K2CO3-glycerol) containing the highest concentration of free phenolics. Notably, ChCl-based DESs predominantly contained soluble esterified bound phenolics and soluble glycosylated bound phenolics. Furthermore, a significant correlation between antioxidant activities and phenolic contents was observed. In conclusion, this study has revealed that the acidity and alkalinity of a DES significantly impact the extraction of phenolics and other value-added biomolecules in DFRB. These findings highlight the potential for manipulating the properties of DESs through pH variation, making them versatile solvents for extracting and isolating valuable compounds from agricultural by-products like DFRB and offering opportunities for sustainable utilization and value addition in various industries.","Basic reporting
The manuscript presents a thorough investigation into the effect of acidity and alkalinity in deep eutectic solvents (DES) on the extraction of phenolics and other biomolecules from defatted rice bran (DFRB), a by-product of rice bran oil production. The text is well-structured and unveils intriguing findings regarding the utilization of DES for extracting phenolics and other biomolecules from DFRB. However, certain aspects of the study require further clarification and enhancement to elevate the manuscript's quality for publication.

A thorough proofreading is advised to enhance the manuscript’s quality. For example, Section 2.6.2 is missing a subtitle, and in Line 301, 'NR' should be subscripted as 'ENR'.

Experimental design
The rationale behind choosing the four DES (ChCl-lactic acid, K2CO3-glycerol, ChCl-glycerol, and ChCl-urea) needs to be explicitly delineated. Are there other DES that could have been considered? A comparative analysis regarding the cost, availability, environmental impact, and biocompatibility of these DES compared to conventional solvents would provide a more comprehensive understanding.

More granular information on the analysis of the phenolic extracts is desired. It is advisable to include data on the replicates for each extraction experiment and to report the standard deviation or standard error of the mean for all data exhibited in tables and figures.

Validity of the findings
A more in-depth exploration of the extraction mechanism of phenolics and other biomolecules by the DES is necessary. The impact of the pH environment of the DES on the solubility and stability of the extracted compounds should be discussed. Additionally, elucidating the interactions between the DES and DFRB components, along with the effect of extraction time and temperature on the yield and quality, would be beneficial.

A discussion on the molecular interactions that might account for the differential extraction efficiency observed would be insightful. This aspect could significantly enrich the manuscript.

Investigating and discussing the effect of DES composition on the stability and functionality of the extracted biomolecules, particularly focusing on proteins and phenolics, would be worthwhile.",Authentic
"Evaluating soil salinity dynamics under drip irrigation in the Manas River Basin, Xinjiang: a long-term analysis (1996–2019)","The Manas River Basin, located in Xinjiang, China, is one of the province’s four major agricultural irrigation regions and the first in the country to implement large-scale drip irrigation. While drip irrigation has enhanced water use efficiency, it has also contributed to soil salinization, negatively impacting crop yields and soil health. This study examines the spatial and temporal evolution of soil salinity in the oasis area of the basin from 1996 to 2019. The study evaluates salinization dynamics under long-term irrigation practices using soil salinity inversion models, regression analysis, water-salt balance calculations, geostatistical techniques, and ArcGIS. The results reveal significant improvements in soil salinity conditions, with 78.02% of the region experiencing reduced salinity and 10.09% exhibiting deterioration. From 1996 to 2019, non-salinized soil increased by 1,403.46 km2, mildly salinized soil expanded by 3,702.28 km2, while saline soils decreased by 7,685.6 km2. Statistical analysis indicates that soil salinity followed normal or logarithmic-normal distributions, with higher variability observed in 2016 and 2019. Despite these positive trends, challenges remain, particularly in the Shihezi, Manas, and Mosuowan irrigation zones, which still exhibit moderate to severe salinity. This study highlights the effectiveness of drip irrigation combined with improved management practices in mitigating soil salinity and enhancing soil quality. However, it emphasizes the need for targeted strategies to address residual salinization risks, ensuring sustainable agricultural development and ecological balance in arid regions.","Basic reporting
Overall paper is written in clear and in professional English language with the provision of sufficient background knowledge, enough literature review, good illustrated figures and tables etc. However some suggestions are given in separate file to be considered.

Experimental design
Study experiments are well designed however gaps can be filled considering the minor suggestion attached file.

Validity of the findings
This study is based on older methods with the lake of novelty but still have sound knowledge.

Additional comments
This paper offers a valuable contribution to soil salinity research through its integration of advanced techniques and long-term data. However, addressing the methodological gaps, improving clarity and organization, and strengthening actionable recommendations would significantly enhance its impact and utility for both scientific and practical purposes.",Generic
"Comprehensive analysis of groundwater hydrochemistry and nitrate health risks in the Baiquan basin, Northern China","
Groundwater is a crucial water source and strategic resource, essential for sustaining both urban and rural livelihoods, supporting economic and social development, and maintaining ecological balance. This study investigates the hydrochemical properties and controlling factors of groundwater in the Baiquan basin (BQB) by analyzing water quality data collected during both dry and wet periods. Additionally, the suitability of groundwater for drinking and agricultural irrigation was evaluated. The findings reveal that groundwater in BQB is generally weakly alkaline and primarily consists of hard-fresh water. Although there are seasonal variations in the main ion concentrations, HCO3− and Ca2+ are the predominant anions and cations, respectively. Consequently, the hydrochemical type is mainly HCO3-Ca⋅Mg type, with a secondary classification of SO4⋅Cl-Ca ⋅ Mg. The hydrochemical composition is primarily influenced by the dissolution of carbonate and silicate minerals, as well as cation exchange processes. Additionally, it is affected by anthropogenic inputs, particularly from the use of agricultural fertilizers. The water quality assessment results indicated that all water samples are classified as either good or moderate, with a significant majority falling into the good category. Additionally, the northern section of the BQB exhibited lower entropy weight water quality index (EWQI) values during the dry season in comparison to the wet season. For irrigated agriculture, groundwater in the BQB serves as a high-quality water source for irrigation throughout both the dry and rainy seasons. Furthermore, non-carcinogenic risks are notably concentrated in the north-western and south-eastern regions of the study area. Health risks associated with nitrates in groundwater are elevated during the rainy season. Notably, non-carcinogenic risks for infants were significantly high across both seasons and substantially exceeded those for children and adults. These results provide valuable scientific insights for the management and development of groundwater resources in the BQB.","Basic reporting
The manuscript is generally clear and well-organized. However, some sections could benefit from more concise language to improve readability. Somes suggestions have been made in the document.

The study is well-contextualized within the existing literature, with appropriate references to previous research. Figures and tables are well-designed but could benefit from informative captions. The references are relevant and up to date, supporting the study’s background and rationale effectively.",Authentic
"Nutrient cycling characteristics along a chronosequence of forest primary succession in the Hailuogou Glacier retreat area, eastern Tibetan Plateau","The Hailuogou Glacier has been continuously retreating since the end of the Little Ice Age, resulting in a 125-year soil chronosequence and a complete primary forest succession sequence. Nutrient cycling and utilization are the foundation to forest succession processes and dynamic changes, directly influencing the structure and stability of ecosystems. However, our understandings on the characteristics of ecosystem nutrient accumulation and recycling during succession, especially in the context of primary succession within glacier retreat areas, remain limited. To address this, we investigated nutrient characteristics across six forest primary succession sites in the Hailuogou Glacier retreat area.","Basic reporting
Some sections, particularly in the ""Materials & Methods"" and ""Results"" sections, contain lengthy, complex sentences that can be difficult to follow. Simplify and break down long sentences into shorter, more concise statements. Ensure each paragraph focuses on a single idea. While the introduction provides some context, it lacks a clear statement of the research gap and the significance of the study. It should better articulate the importance of the study and how it contributes to the field of nutrient cycling and forest succession. Some methodological details are insufficiently described, such as the specific techniques used for sample collection and analysis. Figures and tables are relevant but need clearer labeling and more descriptive captions. All visual data should be easily interpretable without referring back to the text. The literature cited is relevant and generally well-integrated into the manuscript. However, there could be a more comprehensive comparison of the study's findings with existing literature, especially in the discussion section.

Experimental design
While the methods are generally well-described, some aspects, such as the specific statistical methods used for data analysis, are not detailed enough. This lack of detail can hinder the replication of the study. Provide more comprehensive descriptions of the statistical analyses, including the software used, specific tests applied, and criteria for significance. The study does not include longitudinal data collected over multiple years, which could provide deeper insights into temporal variations in nutrient cycling. The methods section provides detailed descriptions of sample collection and analysis techniques for soil and vegetation. This includes specific information on the tools and procedures used, enhancing the reproducibility of the study. The discussion section provides a broad overview of the findings but lacks depth in interpreting the implications of the results. The discussion could be more thorough in explaining the significance of the findings in relation to existing literature. Deepen the analysis by comparing and contrasting the study’s results with previous research. Discuss the broader ecological implications and potential mechanisms underlying the observed nutrient cycling patterns.

Validity of the findings
The paper does not explicitly assess the impact and novelty of its findings within the broader context of ecological research. While the study presents original data and insights into nutrient cycling during forest succession in a glacial retreat area, it could benefit from a more explicit discussion of how these findings advance current knowledge and their potential implications for future research. you can include a dedicated section that explicitly discusses the impact and novelty of the study’s findings. Highlight how the research contributes new insights to the field and its potential implications for ecological theory and practice. Provide more detailed information on the statistical analyses performed, including the software used, specific tests applied, and criteria for significance. This transparency will enhance the credibility and reproducibility of the findings.

Additional comments
Overall, the paper presents a valuable and original contribution to the understanding of nutrient cycling in forest primary succession within a glacial retreat area. The study is well within the aims and scope of the journal, with a clear and well-defined research question. the discussion does not consider alternative explanations or potential limitations of the study, such as sampling biases or the constraints of the chrono sequence approach. There is also a tendency to overgeneralize the findings, which may not be fully supported by the data, especially concerning their applicability to other glacial retreat areas. The paper would benefit from a more detailed discussion of methodological limitations and a more cautious approach to generalizing results. Furthermore, the absence of explicit future research directions weakens the potential for guiding subsequent studies. The statistical analysis section needs more detailed explanations of the methods used and their appropriateness, enhancing the transparency and reproducibility of the findings. Addressing these weaknesses through a more thorough and critical discussion, better integration with existing research, and detailed methodological transparency would significantly improve the paper's quality and contribution to the field.",Authentic
Optimization and action mechanism of pollutant removal performance of unsaturated vertical flow constructed wetland (UVFCW) driven by substained-release carbon source,"Constructed wetland (CW) technology has attracted much attention due to its economical and environmentally friendly features. The low dissolved oxygen (DO) and low carbon/nitrogen (C/N) ratio in the wetland influent water affect the treatment performance of CW, resulting in a decrease in the removal efficiency of ammonia nitrogen (NH4+-N) and nitrate nitrogen (NO3−-N). In order to address this problem, this study optimized the pollutants removal performance of unsaturated vertical flow constructed wetland (UVFCW) by adding sustained-release carbon sources (corn cobs + polybutylene adipate terephthalate (PBAT)). The results showed that the sustained-release of carbon source increased the carbon source in UVFCW, thus increasing the abundance and activity of denitrifying microorganisms and enhancing the denitrification reaction, ultimately improving the removal of NO3−-N, with its removal efficiency reaching up to 95.50%. The placement method of sustained-release carbon source mainly affected the distribution of carbon source and DO in water body, thus influencing the relative abundance of microorganisms, finally affecting the removal of pollutants. Among them, the removal efficiency of total nitrogen (TN), NO3−-N, and total phosphorus (TP), and the relative abundance of denitrifying microorganisms in the CWR-Cu (uniform placement of sustained-release carbon source) were significantly higher than those in the CWR-Ca (centralized placement above) and CWR-Cb (centralized placement below) (p < 0.05). The surface C:O (carbon:oxygen) ratio of sustained-release carbon source after water treatment showed a decreasing trend, and CWR-Cu exhibited the greatest decrease in C:O ratio. In summary, CWR-Cu achieved the highest utilization of the carbon source and produced the largest number of heterotrophic microorganisms. This study reveals that CWR-Cu is a structural process for the efficient removal of nitrogen and phosphorus pollutants, and our findings provide theoretical basis and technical support for actual projects.","Basic reporting
The article is very well written and with impactful research contributions in the field of COD, TN, and TP removal from wastewater. The use of UVFCW delivers excellent performance. However, the authors need to address few queries before the article can be accepted.
The authors need to justify the use of UVFCW? What do they mean by unsaturated and how it helps in creating the DO gradient needs to be justified.
The use of sustained release of carbon source needs to be justified.
Also, in the article it is written substained. Why is it so? It should be sustained right?

Experimental design
How is the influent concentration for COD, TP, ammonia are constant?
DO, ORP, and pH of influent and effluent and inside the reactor needs to be reported to establish nitrogen removal.
An actual figure of the reactor is required for the readers to better understand the configuration.
From Fig. 1 it is not clear how the carbon source is below or above the device? What do you mean by device?

Validity of the findings
No comment

Additional comments
No comment",Authentic
Time series (ARIMA) as a tool to predict the temperature-humidity index in the dairy region of the northern desert of Mexico,"The environment in which an animal is situated can have a profound impact on its health, welfare, and productivity. This phenomenon is particularly evident in the case of dairy cattle, then, in order to quantify the impact of ambient temperature (°C) and the relative humidity (%) on dairy cattle, the temperature-humidity index (THI) is employed as a metric. This indicator enables the practical estimation of the stress imposed on cattle by ambient temperature and humidity. A seasonal autoregressive integrated moving average (SARIMA) (4,1,0)(0,1,0)365 model was estimated using daily data from the maximum daily THI of 4 years (2016–2019) of the Comarca Lagunera, an arid region of central-northern Mexico. The resulting model indicated that the THI of any given day in the area can be estimated based on the THI values of the previous four days. Furthermore, the data demonstrate an annual increase in the number of days the THI indicates a risk of heat stress. It is essential to continue building predictive models to develop effective strategies to mitigate the adverse effects of heat stress in dairy cattle (and other species) in the region.","Basic reporting
The study is of general importance for livestock production, health and welfare. The study examines the predictive capacity of the THI in relation to potential heat stress by using the time series method (ARIMA MODEL). They have predicted THI using four previous days climatic data of previous four years. Accuracy of model prediction for THI has not discussed in detail ?. Results and discussion part is weak in the manuscript. Predictive capacity of model has to be discussed in detail.

Experimental design
Experimental design is okay

Validity of the findings
Validity of the findings is not explained properly.
Furthermore, the data demonstrates an annual increase in the number of days the THI indicates a risk of heat stress. This line is written in abstract, but not discussed in the results and discussion part.

Clearly state what is the gap, hypothesis of study?

Accuracy of model prediction for THI has not discussed in detail ?. Predictive capacity of model with results of model has to be discussed in detail.

Discussion part is not written well. Some points in the Paper has been written very technically, difficult for the readers to comprehend the interpretation.

Generally, it is a very well established fact that Increase in THI can be stressful for the animals. Repeatedly these points in the paper have been written. While the specific ARIMA model utility and its accuracy has not been written at all.

Additional comments
The paper is recommended for major revision.
Many mistakes in reference writing through out the text.",Authentic
